,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,correct
2126269.4,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2126369.4,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,0,2,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
2126469.4,0,0,0,0,3,1,0,0,5,2,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
2126569.4,0,0,0,0,4,1,1,0,5,0,0,0,0,0,1,1,1,0,0,1,4,1,2,0,0,0,2,0,0,0,0,0
2126669.4,0,1,0,0,2,1,0,0,7,1,0,0,0,0,2,1,0,0,0,0,0,5,3,0,0,0,1,0,0,0,0,0
2126769.4,0,1,0,0,1,0,1,0,6,2,0,0,0,0,1,1,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
2126869.4,1,0,0,0,2,1,1,0,4,1,0,0,0,0,0,0,2,0,0,0,4,4,1,0,1,0,0,0,0,0,0,0
2126969.4,0,1,0,0,2,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
2127069.4,0,1,0,0,2,2,0,1,3,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0
2127169.4,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0
2127269.4,0,1,0,0,2,1,0,1,0,1,0,2,0,0,0,0,1,0,0,0,6,3,1,0,1,0,0,0,0,0,0,0
2127369.4,0,0,0,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,0,0,3,2,2,0,0,0,1,0,0,0,0,0
2127469.4,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,2,0,1,0,4,2,0,0,0,0,3,0,0,0,0,0
2127569.4,0,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,6,2,1,0,2,0,0,0,0,0,0,0
2127669.4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6,2,1,0,1,0,1,0,0,0,0,0
2127769.4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
2127869.4,0,0,0,0,1,0,2,0,0,1,0,2,0,0,0,1,1,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0
2127969.4,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,1,0,1,0,0,0,0,0
2128069.4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5,2,1,0,1,0,0,0,0,0,0,0
2128169.4,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,3,0,2,0,1,0,1,0,0,0,0,0
2163824.0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,5,3,0,0,2,0,2,0,0,0,0,1
2163924.0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,1,1,0,0,0,0,5,2,4,0,3,1,2,0,0,0,0,1
2164024.0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,4,1,4,0,3,0,4,0,0,0,0,1
2164124.0,0,0,0,0,0,1,0,0,2,4,0,1,0,0,0,0,1,0,0,0,4,2,3,0,1,0,4,0,0,0,0,1
2164224.0,0,0,0,0,1,0,0,0,2,5,0,1,0,0,1,1,0,0,1,0,5,3,0,0,1,0,2,0,0,0,0,1
2164324.0,0,2,0,0,1,0,0,1,4,4,0,0,0,0,0,1,1,0,0,0,3,5,2,0,3,0,3,0,0,0,0,1
2164424.0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,7,2,1,0,1,0,1,0,0,0,0,1
2164524.0,0,3,0,0,0,0,0,0,4,2,0,0,0,0,2,1,0,0,0,0,3,1,2,0,0,1,4,0,0,0,0,1
2164624.0,0,2,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,1,5,2,0,0,0,3,0,0,0,0,1
2164724.0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,6,3,2,0,0,0,2,0,0,0,0,1
2164824.0,0,1,0,0,3,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,5,5,0,0,1,0,5,0,0,0,0,1
2164924.0,0,2,0,0,2,0,0,0,4,3,0,0,0,0,0,1,1,0,0,0,8,1,0,0,2,0,1,0,0,0,0,1
2165024.0,0,2,0,0,2,0,0,0,6,3,0,0,0,0,0,1,1,0,0,0,3,3,2,0,0,0,0,0,0,0,0,1
2165124.0,0,0,0,0,5,0,0,0,8,2,0,0,0,0,0,1,1,0,1,0,3,1,1,0,0,0,1,0,0,0,0,1
2165224.0,0,1,0,0,6,0,0,0,10,5,0,0,0,0,0,1,1,0,0,0,2,3,0,0,1,0,1,0,0,0,0,1
2165324.0,0,2,0,0,5,0,0,0,7,2,0,0,0,0,1,1,0,0,0,0,3,9,2,0,0,0,1,0,0,0,0,1
2165424.0,0,1,0,0,3,0,0,0,5,1,0,0,0,0,1,1,1,0,1,0,8,3,0,0,0,0,3,0,0,0,0,1
2165524.0,0,1,0,0,2,1,0,0,4,2,0,0,0,0,1,0,1,0,0,0,6,2,2,0,0,0,1,0,0,0,0,1
2165624.0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,1,0,1,0,0,0,7,1,1,0,0,0,1,0,0,0,0,1
2165724.0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,1,0,1,0,0,0,4,1,0,0,0,0,2,0,0,0,0,1
2165824.0,0,0,0,0,3,2,1,0,4,2,0,0,0,0,0,0,2,0,0,0,2,2,0,0,1,0,2,0,0,0,0,1
2165924.0,0,0,0,0,3,1,1,0,6,2,0,0,0,0,0,1,1,0,0,0,5,2,1,0,0,0,3,0,0,0,0,1
2166024.0,0,2,0,0,4,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,2,3,1,0,0,0,4,0,0,0,0,1
2166124.0,0,0,0,0,2,0,0,0,5,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,1,0,0,0,0,1
2166224.0,1,0,0,0,3,1,0,0,2,1,0,0,0,0,0,1,1,0,0,0,4,3,1,0,0,0,0,0,0,0,0,1
2166324.0,0,1,0,0,3,1,0,0,4,1,0,0,0,0,1,0,0,0,0,0,5,6,1,0,0,0,0,0,0,0,0,1
2166424.0,0,0,0,0,0,2,0,0,4,4,0,0,0,0,1,0,1,1,0,0,2,2,0,0,2,0,0,0,0,0,0,1
2166524.0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,2,0,0,0,0,1
2166624.0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,5,4,0,0,1,0,2,0,0,0,0,1
2166724.0,0,1,0,0,2,0,0,0,3,0,0,0,0,0,1,1,2,0,0,0,3,2,0,0,1,0,1,0,0,0,0,1
2166824.0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,4,3,1,0,1,0,0,0,0,0,0,1
2166924.0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0,4,3,1,0,2,0,0,0,0,0,0,1
2167024.0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,6,2,1,0,2,0,1,0,0,0,0,1
2167124.0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,1
2167224.0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,2,0,0,0,0,1
2167324.0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,0,1,0,0,0,0,1
2167424.0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,1
2167524.0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1
2167624.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1
2167724.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,6,3,1,0,0,0,2,0,0,0,0,1
2167824.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,1
2167924.0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,0,0,2,0,0,0,0,1
2168024.0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,2,0,0,0,0,1
2168124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1
2336475.7,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,5,5,0,1,0,0,1,0,0,0,0,0
2336575.7,1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,2,6,0,1,0,0,7,0,0,0,0,0
2336675.7,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,1,2,0,0,5,0,0,0,0,0
2336775.7,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,0,2,0,0,0,0,0
2336875.7,0,1,0,0,1,0,0,0,1,8,0,0,0,0,0,1,0,0,0,0,7,0,0,3,2,2,2,0,0,0,0,0
2336975.7,0,3,0,0,2,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,6,4,0,1,0,0,4,0,0,0,0,0
2337075.7,0,3,0,0,1,0,0,0,2,7,0,0,0,0,0,1,0,0,0,0,4,6,1,0,0,0,2,0,0,0,0,0
