    407.2	      1.0
   1701.0	      1.0
   2039.2	      1.0
   2497.4	      1.0
   2532.4	      1.0
   2927.4	      1.0
   5226.9	      1.0
   5443.7	      1.0
   5528.0	      1.0
   6192.3	      1.0
   6705.5	      1.0
   6898.6	      1.0
   8931.6	      1.0
   9551.9	      1.0
   9655.6	      1.0
  11644.2	      1.0
  12798.2	      1.0
  13051.6	      1.0
  13449.1	      1.0
  13759.9	      1.0
  15526.3	      1.0
  16494.8	      1.0
  16598.8	      1.0
  18735.8	      1.0
  18879.9	      1.0
  18938.0	      1.0
  18995.9	      1.0
  19645.0	      1.0
  19667.0	      1.0
  19723.4	      1.0
  19824.0	      1.0
  19910.8	      1.0
  22143.6	      1.0
  23926.9	      1.0
  23961.8	      1.0
  25634.6	      1.0
  26308.2	      1.0
  26576.5	      1.0
  26707.4	      1.0
  26756.4	      1.0
  26877.0	      1.0
  26883.4	      1.0
  27067.9	      1.0
  27162.0	      1.0
  27407.8	      1.0
  27451.4	      1.0
  28286.8	      1.0
  29166.0	      1.0
  31940.6	      1.0
  33087.6	      1.0
  33245.4	      1.0
  33838.4	      1.0
  33995.6	      1.0
  36526.4	      1.0
  36786.5	      1.0
  36862.0	      1.0
  37245.7	      1.0
  37807.8	      1.0
  39304.0	      1.0
  39370.2	      1.0
  39492.4	      1.0
  39608.3	      1.0
  43770.4	      1.0
  44601.9	      1.0
  45041.5	      1.0
  46117.5	      1.0
  46237.4	      1.0
  46940.8	      1.0
  47428.1	      1.0
  47613.1	      1.0
  48804.7	      1.0
  51372.4	      1.0
  52973.0	      1.0
  54405.4	      1.0
  57147.5	      1.0
  57737.4	      1.0
  58354.9	      1.0
  59044.8	      1.0
  59192.6	      1.0
  59353.2	      1.0
  60999.3	      1.0
  61048.0	      1.0
  63932.7	      1.0
  64738.2	      1.0
  67696.5	      1.0
  67806.5	      1.0
  69243.3	      1.0
  70618.6	      1.0
  70668.2	      1.0
  71603.2	      1.0
  71781.5	      1.0
  71845.3	      1.0
  73255.8	      1.0
  74800.5	      1.0
  81193.7	      1.0
  81216.4	      1.0
  82081.1	      1.0
  85371.6	      1.0
  85976.6	      1.0
  87645.4	      1.0
  87757.3	      1.0
  89005.4	      1.0
  89282.9	      1.0
  89868.3	      1.0
  90404.5	      1.0
  90555.0	      1.0
  91365.3	      1.0
  93222.0	      1.0
  93388.7	      1.0
  95904.8	      1.0
  96136.6	      1.0
  96663.7	      1.0
  97412.2	      1.0
  97854.2	      1.0
  97992.6	      1.0
  98189.8	      1.0
  99962.9	      1.0
 100936.0	      1.0
 101145.4	      1.0
 101511.3	      1.0
 101672.2	      1.0
 102058.7	      1.0
 105600.6	      1.0
 105808.5	      1.0
 105930.5	      1.0
 106185.4	      1.0
 106486.3	      1.0
 106908.0	      1.0
 106953.4	      1.0
 107117.3	      1.0
 107214.6	      1.0
 107811.8	      1.0
 108159.1	      1.0
 108385.5	      1.0
 109680.8	      1.0
 110808.6	      1.0
 111217.8	      1.0
 111283.0	      1.0
 111316.6	      1.0
 111633.4	      1.0
 114698.4	      1.0
 114805.7	      1.0
 115946.4	      1.0
 117191.4	      1.0
 117744.8	      1.0
 118529.9	      1.0
 118544.9	      1.0
 119047.7	      1.0
 119345.5	      1.0
 119366.1	      1.0
 119609.6	      1.0
 119747.8	      1.0
 120230.2	      1.0
 120308.0	      1.0
 120456.0	      1.0
 120503.3	      1.0
 120663.4	      1.0
 121110.0	      1.0
 121155.6	      1.0
 121211.5	      1.0
 122671.9	      1.0
 122793.9	      1.0
 123107.7	      1.0
 123920.9	      1.0
 124044.0	      1.0
 124465.3	      1.0
 124586.4	      1.0
 124825.0	      1.0
 124884.6	      1.0
 124951.8	      1.0
 125109.5	      1.0
 126548.0	      1.0
 126625.5	      1.0
 126740.6	      1.0
 127065.6	      1.0
 127154.5	      1.0
 127187.1	      1.0
 127245.6	      1.0
 127302.1	      1.0
 127428.7	      1.0
 127724.5	      1.0
 128108.9	      1.0
 128127.9	      1.0
 128341.0	      1.0
 128493.0	      1.0
 128503.0	      1.0
 128569.0	      1.0
 128740.1	      1.0
 129059.4	      1.0
 129467.9	      1.0
 130121.7	      1.0
 131314.5	      1.0
 132071.9	      1.0
 132143.6	      1.0
 132262.8	      1.0
 132443.5	      1.0
 132529.0	      1.0
 132730.0	      1.0
 133299.1	      1.0
 133418.7	      1.0
 133583.0	      1.0
 133710.0	      1.0
 133815.9	      1.0
 133868.4	      1.0
 133875.0	      1.0
 133911.0	      1.0
 134286.9	      1.0
 134668.0	      1.0
 134758.8	      1.0
 135244.5	      1.0
