2064436.5	2081310.6	      4.0	      0.0	      1.0	      1.0
2127397.8	2131999.8	      4.0	      0.0	      0.0	      0.0
2160946.1	2163613.9	      4.0	      1.0	      1.0	      0.0
2206666.4	2209134.2	      4.0	      1.0	      1.0	      0.0
2255354.7	2259323.1	      4.0	      1.0	      0.0	      1.0
2309245.3	2311879.9	      4.0	      1.0	      1.0	      0.0
2353298.3	2356866.5	      4.0	      1.0	      0.0	      1.0
2398485.0	2406255.2	      4.0	      1.0	      0.0	      1.0
2461846.6	2467315.7	      4.0	      1.0	      0.0	      1.0
2505632.7	2508233.9	      4.0	      1.0	      1.0	      0.0
2597273.5	2604410.0	      4.0	      0.0	      0.0	      0.0
2620317.0	2623651.9	      4.0	      0.0	      1.0	      1.0
2644794.6	2647929.3	      4.0	      0.0	      1.0	      1.0
2679209.9	2683711.9	      4.0	      1.0	      1.0	      0.0
2723129.4	2726831.1	      4.0	      0.0	      1.0	      1.0
2745306.0	2750208.1	      4.0	      0.0	      0.0	      0.0
2777086.8	2782089.0	      4.0	      0.0	      1.0	      1.0
2798729.7	2804765.7	      4.0	      0.0	      0.0	      0.0
2826508.8	2830777.3	      4.0	      1.0	      1.0	      0.0
2880866.3	2885401.6	      4.0	      0.0	      0.0	      0.0
2903109.5	2909712.4	      4.0	      0.0	      1.0	      1.0
2937091.3	2941993.4	      4.0	      0.0	      1.0	      1.0
3041404.3	3048974.4	      4.0	      0.0	      0.0	      0.0
3080054.9	3084423.5	      4.0	      1.0	      1.0	      0.0
3154154.5	3160390.6	      4.0	      0.0	      1.0	      1.0
3179699.2	3183701.0	      4.0	      1.0	      1.0	      0.0
3235790.8	3238225.2	      4.0	      1.0	      1.0	      0.0
3276142.1	3282611.6	      4.0	      1.0	      0.0	      1.0
3360446.2	3364014.5	      4.0	      1.0	      0.0	      1.0
3418438.7	3422240.4	      4.0	      0.0	      0.0	      0.0
3444316.9	3447685.0	      4.0	      1.0	      1.0	      0.0
3503143.0	3508545.4	      4.0	      1.0	      0.0	      1.0
3554399.2	3557067.0	      4.0	      1.0	      1.0	      0.0
3614092.4	3617927.4	      4.0	      1.0	      0.0	      1.0
3743916.8	3746251.2	      4.0	      1.0	      1.0	      0.0
3801642.5	3807345.0	      4.0	      1.0	      0.0	      1.0
3882378.4	3887714.1	      4.0	      1.0	      0.0	      1.0
3986624.7	3989659.4	      4.0	      1.0	      1.0	      0.0
4048552.3	4051120.1	      4.0	      1.0	      1.0	      0.0
4126153.5	4132289.5	      4.0	      1.0	      0.0	      1.0
