1409086.6	     82.8	     67.7
1409120.0	     97.3	     79.5
1409153.3	    111.2	     90.8
1409186.7	    123.9	    101.2
1409220.0	    135.2	    110.3
1409253.3	    144.6	    117.9
1409286.7	    152.0	    123.9
1409320.0	    157.5	    128.3
1409353.4	    161.2	    131.3
1409386.7	    163.5	    133.3
1409420.1	    164.9	    134.6
1409453.4	    166.0	    135.6
1409486.8	    165.9	    135.8
1409520.1	    165.7	    135.9
1409553.5	    165.4	    136.1
1409586.8	    165.1	    136.3
1409620.1	    164.8	    136.4
1409653.5	    164.4	    136.5
1409686.8	    164.1	    136.5
1409720.2	    163.7	    136.4
1409753.5	    163.3	    136.3
1409786.9	    162.9	    136.1
1409820.2	    162.6	    135.9
1409853.6	    162.2	    135.7
1409886.9	    161.9	    135.4
1409920.2	    161.5	    135.2
1409953.6	    161.2	    134.9
1409986.9	    161.0	    134.7
1410020.3	    160.7	    134.6
1410053.6	    160.5	    134.5
1410087.0	    160.4	    134.5
1410120.3	    160.2	    134.5
1410153.7	    160.1	    134.6
1410187.0	    160.0	    134.8
1410220.3	    160.0	    135.1
1410253.7	    159.9	    135.4
1410287.0	    159.8	    135.8
1410320.4	    159.7	    136.2
1410353.7	    159.6	    136.7
1410387.1	    159.5	    137.1
1410420.4	    159.3	    137.6
1410453.8	    159.0	    138.0
1410487.1	    158.7	    138.3
1410520.4	    158.4	    138.6
1410553.8	    158.0	    138.7
1410587.1	    157.7	    138.7
1410620.5	    157.3	    138.6
1410653.8	    157.0	    138.4
1410687.2	    156.7	    138.2
1410720.5	    156.6	    137.9
1410753.9	    156.5	    137.7
1410787.2	    156.6	    137.6
1410820.6	    156.8	    137.5
1410853.9	    157.1	    137.5
1410887.2	    157.5	    137.7
1410920.6	    158.0	    137.9
1410953.9	    158.5	    138.2
1410987.3	    159.0	    138.5
1411020.6	    159.5	    138.9
1411054.0	    159.9	    139.1
1411087.3	    160.2	    139.3
1411120.7	    160.5	    139.5
1411154.0	    160.6	    139.5
1411187.3	    160.7	    139.5
1411220.7	    160.7	    139.4
1411254.0	    160.6	    139.3
1411287.4	    160.5	    139.1
1411320.7	    160.5	    139.0
1411354.1	    160.5	    138.8
1411387.4	    160.5	    138.8
1411420.8	    160.6	    138.7
1411454.1	    160.7	    138.8
1411487.4	    160.9	    139.0
1411520.8	    161.1	    139.2
1411554.1	    161.3	    139.5
1411587.5	    161.5	    139.8
1411620.8	    161.6	    140.1
1411654.2	    161.8	    140.4
1411687.5	    161.9	    140.6
1411720.9	    161.9	    140.8
1411754.2	    162.0	    140.8
1411787.6	    162.0	    140.6
1411820.9	    162.0	    140.3
1411854.2	    162.0	    139.9
1411887.6	    162.1	    139.2
1411920.9	    162.3	    138.5
1411954.3	    162.5	    137.7
1411987.6	    162.7	    136.8
1412021.0	    163.1	    135.9
1412054.3	    163.4	    135.1
1412087.7	    163.8	    134.4
1412121.0	    164.2	    133.7
1412154.3	    164.6	    133.2
1412187.7	    165.0	    132.8
1412221.0	    165.3	    132.6
1412254.4	    165.5	    132.4
1412287.7	    165.7	    132.3
1412321.1	    165.8	    132.3
1412354.4	    165.9	    132.3
1412387.8	    165.9	    132.4
1412421.1	    165.8	    132.5
1412454.4	    165.7	    132.6
1412487.8	    165.5	    132.7
1412521.1	    165.3	    132.7
1412554.5	    165.0	    132.8
1412587.8	    164.8	    132.9
1412621.2	    164.5	    133.0
1412654.5	    164.1	    133.1
1412687.9	    163.7	    133.1
1412721.2	    163.3	    133.2
1412754.5	    162.8	    133.2
1412787.9	    162.2	    133.3
1412821.2	    161.6	    133.3
1412854.6	    161.0	    133.3
1412887.9	    160.3	    133.3
1412921.3	    159.6	    133.3
1412954.6	    159.0	    133.3
1412988.0	    158.3	    133.3
1413021.3	    157.8	    133.4
1413054.7	    157.3	    133.4
1413088.0	    156.9	    133.4
1413121.3	    156.6	    133.4
1413154.7	    156.5	    133.5
1413188.0	    156.3	    133.5
1413221.4	    156.3	    133.5
1413254.7	    156.2	    133.6
1413288.1	    156.2	    133.6
