,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
5367668.0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,1,0,1,2,0,0,1,0,1,0,0,0,0
5367768.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,2,0,3,0,0,0,0
5367868.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0
5367968.0,0,0,1,0,1,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,2,0,0,0,0
5368068.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0
5368168.0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
5368268.0,0,0,0,1,0,1,0,0,1,3,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,0,0,0
5368368.0,1,1,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5368468.0,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0
5368568.0,0,1,0,0,1,0,0,0,2,2,0,0,0,0,1,1,0,0,1,1,3,2,0,0,1,0,0,0,0,0,0
5368668.0,0,1,0,0,0,1,1,0,8,2,0,0,0,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0
5368768.0,0,1,1,0,0,1,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5368868.0,0,1,0,0,1,0,1,0,2,2,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0
5368968.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,2,0,2,3,0,0,4,0,2,0,0,0,0
5369068.0,0,2,0,0,1,0,0,0,4,4,0,0,0,0,0,1,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0
5369168.0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0
5369268.0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,2,0,0,1,0,1,0,0,0,0
5369368.0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0
5369468.0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,0,0,0,1,0,3,1,0,0,1,0,1,0,0,0,0
5369568.0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,5,1,0,0,3,0,0,0,0,0,0
5369668.0,0,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,3,4,0,0,1,0,0,0,0,0,0
5369768.0,0,1,0,1,1,0,0,0,5,1,0,0,0,0,0,1,0,0,1,0,5,2,0,0,2,1,0,0,0,0,0
5369868.0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0
5369968.0,0,1,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,2,0,0,0,0
5370068.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0
5370168.0,0,1,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,1,0,0,0,0,0,0
5370268.0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0
5370368.0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
5370468.0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,2,0,0,0,0
5370568.0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,2,0,0,0,0
5370668.0,1,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5370768.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,3,0,0,0,1,1,0,0,0,0,0
5370868.0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0
5370968.0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,3,0,0,0,1,0,0,0,0,0,0
5371068.0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0
5371168.0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0
5371268.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5371368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
5371468.0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0
5371568.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0
5371668.0,0,0,0,1,1,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,0,0
5371768.0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0
5371868.0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0
5371968.0,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,6,4,0,0,0,0,1,0,0,0,0
5372068.0,1,0,2,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,1,1,5,3,0,0,1,0,1,0,0,0,0
5372168.0,0,0,1,0,0,0,2,0,1,3,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
5372268.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
5372368.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
5372468.0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0
5372568.0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0
5372668.0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0
5372768.0,0,1,0,0,0,1,2,0,1,4,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0
5372868.0,0,0,0,0,0,0,1,0,6,2,0,0,0,0,0,0,0,2,0,0,4,1,0,0,2,1,2,0,0,0,0
5372968.0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,1,1,0,3,2,0,0,0,0,1,0,0,0,0
5373068.0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,4,0,0,0,0
5373168.0,0,1,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0
5373268.0,0,0,0,0,2,0,1,0,4,5,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
5373368.0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0
5373468.0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0
5373568.0,0,1,0,0,1,2,1,0,1,2,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0
5373668.0,0,2,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,1,1,1,0,5,0,2,0,0,0,0,0,0
5373768.0,0,1,0,0,3,0,1,0,2,4,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0
5373868.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
5373968.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0
5374068.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0
5374168.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5374268.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5374368.0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3,2,0,0,0,0,1,0,0,0,0
5374468.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
5374568.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0
5374668.0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0
5374768.0,0,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,0,0,0,0
5374868.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0
5374968.0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0
5375068.0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,0
5375168.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,0,0,4,0,1,0,0,0,0
5375268.0,0,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,0,0,0
5375368.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
5375468.0,1,1,0,0,1,0,3,1,2,1,0,0,0,0,1,2,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0
5375568.0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0
5375668.0,0,2,0,0,1,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5375768.0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,1,1,0,0,0,0,3,3,0,0,1,0,1,0,0,0,0
5375868.0,0,3,0,0,2,0,0,2,3,0,0,0,0,0,2,1,0,2,0,0,3,1,0,0,0,0,1,0,0,0,0
5375968.0,0,1,0,0,2,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5376068.0,1,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,4,3,0,0,0,0,2,0,0,0,0
5376168.0,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
5376268.0,0,2,0,0,1,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
5376368.0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0
5376468.0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,3,2,0,0,1,1,1,0,0,0,0
5376568.0,0,1,0,0,0,0,1,2,5,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5376668.0,0,2,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0
5376768.0,0,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
5376868.0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0
5376968.0,1,2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,2,0,0,0,0
5377068.0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
5377168.0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0
5377268.0,1,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0
5377368.0,0,1,0,0,1,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0
5377468.0,0,1,0,0,2,0,2,2,3,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0
5377568.0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0
