x1,x2,x3,x4,x5,x6
-0.01044003304137667,-0.012140882226613149,0.006447177644728222,0.002383137765608564,-0.008395818245460646,0.026964988827499883
-0.008791401496696537,-0.019494375245829254,0.02920754161738152,0.04163459488119754,-0.003164289527349492,0.045716806177654244
-0.013769920226614076,0.006866443106891053,0.018962614304155335,0.011690831607415448,-0.007086500242093714,0.03621160722132432
-0.019490654421233367,0.011877945143820779,-0.018467349288677274,0.006145707684242543,-0.019625454700916815,0.015424568062485065
-0.00875716326932665,0.0044788350415626114,0.02127415842381039,0.011319952454932466,-0.012263082157040174,0.013481174848712665
-0.014362560543507867,-0.012217658279339037,0.029917991313539113,0.02252397831513463,-0.035914919830555295,-0.024251921723241004
-0.02615592318407667,-0.023672277760367323,-0.05182783148647936,-0.039035549404478245,-0.03544758076793794,0.018412069419089988
-0.01714118458521226,-0.006318803765238095,-0.004416810230395734,-0.006575981813055338,-0.020223446763470092,0.014882654427965804
-0.01930492911901289,-0.021415253009754612,0.0375789607361653,-0.022202419761895447,-0.009421600191422772,0.01319448647564904
-0.015719643979836745,-0.009319433463887937,0.016795953408306162,0.020162997003583077,-4.341041399409662e-6,0.04660429998650431
-0.014402940024207668,-0.012446195145038608,0.01645765584637321,0.02143639490421374,-0.019598050814645464,0.04339279957268705
-0.012954478007271019,0.015966772307820017,0.004811530848198893,0.018663327395161054,-0.01855929444150488,0.011009008187535467
-0.007018796911117124,-0.006957329020906641,-0.007205483453274646,0.03285344964157856,0.03757241305979488,0.010130212427733345
-0.009597280795489669,-0.011276208475190699,-0.016370707913677965,0.008797786314237941,-0.005741142091744256,0.014251398234136008
-0.0051099478653094,-0.009188082191686731,-0.009176219741040442,-0.010096819486546681,0.0012215953954017769,-0.0011564950622247854
-0.0174790872365608,-0.017490075675038824,-0.019015842374354032,0.009476501049455917,-0.0010757294853682708,0.03360834694569231
-0.015989268425637564,0.02092142137229901,-0.0013413269402601548,0.03923426858544089,0.01472595878721554,0.0009886931656007472
-0.008487617396724226,0.02086997101339662,-0.0033612127093097413,0.03178697085739155,0.007226292127091428,-0.000559779480718392
-0.005764765989518051,-0.005389108587660249,0.0005920952477002124,0.05097402345240387,0.02602142145974504,0.022229956767073594
-0.007468463697025177,-0.0017453677895417842,0.005235071975875987,0.047818028159821606,0.0051029934341617076,-0.003729992539440022
