x1,x2,x3,x4,x5,x6
-0.012913420730028498,0.0273140865790078,-0.010364548165062428,-0.01048857603510482,-0.018431572973852315,0.011938494184224772
-0.005952949506492027,0.01243845755157164,0.005011526860956662,0.008676155000698528,-0.001101018931115805,0.011680935783888806
-0.009484054271982718,0.011763323762350071,0.01577301995111832,0.01935464740550479,-0.01396494217224771,0.028234937540826455
-0.012262175410685115,0.04296728922558714,-0.012587964395056403,0.002233433044370712,-0.008593236957536544,0.0072637820873673
-0.00616949495552177,-0.00046608808096710165,0.007859375982748355,0.03088170518982728,0.005182029437288177,0.023348459075954592
-0.007997938261378821,-0.015945304549993954,-0.0031997849845808463,0.01304238181551497,0.00493504416644968,0.022528553458618452
-0.010011115180810583,-0.00015993580196068356,-0.01016570655356298,0.016708331114587287,-0.006955838597645591,0.004648279114647099
-0.005550413355089168,-0.014333586881425981,-0.02306774316552689,-0.0010564898043344435,0.0051452443087622,0.005115501355744765
-0.007884678820396552,-0.0007889497562678663,-0.016395347112833143,0.05841770297026114,0.02721399576236434,0.0187002606540303
-0.00965484646093951,-0.008989751543614123,-0.012172498538584731,0.037237586654877676,0.00647219091231634,0.009519823825846863
-0.011744784523551608,-0.027637309581693546,-0.010867223374631649,0.004232096743462359,0.0017192500512270923,0.03003108125531101
-0.013937046506242095,-0.010031582988870975,-0.025296297066946704,0.018777058686196453,0.0013364926637857142,0.008281533615656835
-0.005046621135285144,-0.009903386916782034,-0.004924999566014814,0.027860331006248927,0.00926237915500428,0.01673340055690129
-0.001564609805866392,0.007570784055044642,-0.0006086506233867309,-0.0005938944167807846,-0.0027637670660699007,0.0005838842639663405
-0.010331035510900722,0.016887001916319228,-0.00330637861687341,0.012756985402985317,0.008413675818619291,0.016448933074419914
-0.004335472035674305,0.0047925624665987815,0.005402075161553963,0.009115405043445272,0.002977333546897748,0.011215587060968759
-0.004555659416957599,0.004033323245951334,-0.009175239533203478,0.0049846097596669865,0.007505396471870272,0.005042503482293613
-0.00788673495758713,0.015088761050500738,-0.0051907758469821865,0.0053101893155654886,-0.009395603041845644,0.012205613475729581
-0.0061579193217876785,0.008517871030805788,0.010310100136927217,0.01011921104452331,-0.00954293938212825,0.01798122001285585
-0.007951307475321277,0.0030532068928486302,-0.01177198697874538,0.0019651705151675636,-0.006572751591467959,0.012507422522499617
-0.0016413143070612675,-0.004588949452737629,-0.007738166008496802,-0.003573338168096583,-0.000535730361619903,0.00029888236244484355
-0.005762720354952911,-0.011172318722504779,0.006201155267257254,0.006789438668287099,7.372303879065812e-5,0.018538334347763603
-0.009078414947932193,0.003568932327326093,-0.009988723979872039,0.0010897566653871244,0.00024925065554614267,0.012991421305044168
-0.009473321979774046,-0.011805269084484513,-0.017176578722764478,0.01233589715986497,-0.0031872772608617463,0.004212384551185631
-0.008722509324629986,0.00402735000602296,-0.01029073065635277,0.0005292501394763109,-0.0018390709604535378,0.012572995115778595
-0.006383571765464971,-0.01719120179484303,-0.01739863820146749,-0.0008043531867523539,-0.0012273837624730997,0.012256926991216166
-0.0077266107333870925,-0.017015950672948456,0.00107522899568106,0.0047195138253761735,-0.0027189020510237157,0.0071643567363102005
-0.00363793103825363,0.0057903950083975295,-0.00381606376312515,0.0212878700595814,0.00879319002330889,0.00594183120586037
-0.010435297890829103,-0.017063059065918453,0.031936011374654946,0.0057309746394495036,-0.0240164935260924,0.04505985975222874
-0.012170187009787115,0.015441531140151421,0.0256086968475016,0.011588056489124596,-0.027738158664934055,0.021083943465950643
-0.017665611787170885,0.035230796197133527,-0.0003467989761794215,-0.0012251694063349153,-0.03278435794349108,0.02850932897181445
