      0.0	     45.0	     74.7
     33.4	     53.0	     87.7
     66.7	     60.6	    100.2
    100.1	     67.7	    111.6
    133.5	     73.9	    121.7
    166.8	     79.1	    130.1
    200.2	     83.2	    136.8
    233.6	     86.3	    141.7
    267.0	     88.4	    145.0
    300.3	     89.8	    147.1
    333.7	     90.7	    148.5
    367.1	     91.4	    149.5
    400.4	     91.5	    149.6
    433.8	     91.5	    149.6
    467.2	     91.6	    149.6
    500.5	     91.6	    149.6
    533.9	     91.6	    149.5
    567.3	     91.7	    149.5
    600.6	     91.7	    149.5
    634.0	     91.7	    149.5
    667.4	     91.8	    149.4
    700.8	     91.8	    149.4
    734.1	     91.8	    149.3
    767.5	     91.9	    149.2
    800.9	     91.9	    149.2
    834.2	     92.0	    149.1
    867.6	     92.0	    149.0
    901.0	     92.1	    149.0
    934.3	     92.1	    149.0
    967.7	     92.2	    148.9
   1001.1	     92.2	    148.9
   1034.4	     92.3	    148.9
   1067.8	     92.3	    149.0
   1101.2	     92.4	    149.1
   1134.6	     92.4	    149.1
   1167.9	     92.4	    149.2
   1201.3	     92.5	    149.3
   1234.7	     92.5	    149.4
   1268.0	     92.5	    149.5
   1301.4	     92.5	    149.6
   1334.8	     92.5	    149.6
   1368.1	     92.5	    149.7
   1401.5	     92.5	    149.7
   1434.9	     92.5	    149.7
   1468.2	     92.5	    149.8
   1501.6	     92.5	    149.8
   1535.0	     92.5	    149.7
   1568.4	     92.5	    149.7
   1601.7	     92.5	    149.7
   1635.1	     92.5	    149.7
   1668.5	     92.6	    149.6
   1701.8	     92.6	    149.6
   1735.2	     92.6	    149.6
   1768.6	     92.6	    149.5
   1801.9	     92.6	    149.5
   1835.3	     92.6	    149.5
   1868.7	     92.6	    149.4
   1902.0	     92.6	    149.4
   1935.4	     92.6	    149.3
   1968.8	     92.6	    149.3
   2002.2	     92.6	    149.2
   2035.5	     92.5	    149.1
   2068.9	     92.5	    149.0
   2102.3	     92.4	    148.9
   2135.6	     92.4	    148.8
   2169.0	     92.3	    148.7
   2202.4	     92.2	    148.6
   2235.7	     92.1	    148.5
   2269.1	     92.0	    148.4
   2302.5	     91.9	    148.4
   2335.8	     91.8	    148.4
   2369.2	     91.8	    148.4
   2402.6	     91.7	    148.4
   2436.0	     91.7	    148.5
   2469.3	     91.6	    148.5
   2502.7	     91.6	    148.6
   2536.1	     91.6	    148.6
   2569.4	     91.7	    148.7
   2602.8	     91.7	    148.7
   2636.2	     91.7	    148.7
   2669.5	     91.8	    148.8
   2702.9	     91.8	    148.8
   2736.3	     91.9	    148.8
   2769.6	     91.9	    148.8
   2803.0	     91.9	    148.7
   2836.4	     91.9	    148.7
   2869.7	     91.8	    148.7
   2903.1	     91.8	    148.6
   2936.5	     91.7	    148.5
   2969.9	     91.5	    148.4
   3003.2	     91.4	    148.2
   3036.6	     91.2	    148.1
   3070.0	     91.1	    147.9
   3103.3	     90.9	    147.8
   3136.7	     90.7	    147.7
   3170.1	     90.6	    147.6
   3203.4	     90.5	    147.5
   3236.8	     90.3	    147.4
   3270.2	     90.3	    147.4
   3303.5	     90.2	    147.3
   3336.9	     90.2	    147.3
   3370.3	     90.2	    147.3
   3403.7	     90.2	    147.4
   3437.0	     90.2	    147.4
   3470.4	     90.2	    147.4
   3503.8	     90.2	    147.4
   3537.1	     90.3	    147.5
   3570.5	     90.3	    147.5
   3603.9	     90.4	    147.5
