2089322.6	2096025.3	      4.0	      1.0	      1.0	      0.0
2202001.1	2204402.0	      4.0	      0.0	      1.0	      1.0
2231146.1	2234580.8	      4.0	      0.0	      0.0	      0.0
2268027.5	2271929.0	      4.0	      1.0	      0.0	      1.0
2327151.1	2333587.0	      4.0	      0.0	      0.0	      0.0
2347025.8	2351394.2	      4.0	      0.0	      0.0	      0.0
2366166.8	2368701.1	      4.0	      0.0	      1.0	      1.0
2408450.3	2413185.6	      4.0	      1.0	      0.0	      1.0
2469208.0	2472576.0	      4.0	      1.0	      1.0	      0.0
2525197.1	2531066.1	      4.0	      0.0	      1.0	      1.0
2559810.9	2564112.6	      4.0	      1.0	      1.0	      0.0
2605395.8	2608130.2	      4.0	      1.0	      1.0	      0.0
2651047.4	2658583.8	      4.0	      0.0	      0.0	      0.0
2676490.9	2681126.1	      4.0	      0.0	      1.0	      1.0
2701134.1	2704935.7	      4.0	      0.0	      1.0	      1.0
2723443.1	2730345.8	      4.0	      0.0	      0.0	      0.0
2750220.4	2755522.6	      4.0	      1.0	      0.0	      1.0
2813645.8	2817013.8	      4.0	      1.0	      0.0	      1.0
2867267.3	2870535.3	      4.0	      1.0	      1.0	      0.0
2928525.1	2934660.9	      4.0	      0.0	      0.0	      0.0
2955636.0	2959437.5	      4.0	      0.0	      1.0	      1.0
2979678.9	2982246.6	      4.0	      1.0	      1.0	      0.0
3043938.0	3048406.4	      4.0	      0.0	      1.0	      1.0
3106296.3	3109731.0	      4.0	      1.0	      0.0	      1.0
3189396.2	3194698.3	      4.0	      1.0	      0.0	      1.0
3258690.6	3262625.5	      4.0	      0.0	      0.0	      0.0
3293304.5	3295905.5	      4.0	      1.0	      1.0	      0.0
3350127.2	3355662.7	      4.0	      1.0	      0.0	      1.0
3407050.0	3410518.0	      4.0	      1.0	      0.0	      1.0
3459204.2	3463872.7	      4.0	      0.0	      0.0	      0.0
3510391.3	3513992.8	      4.0	      0.0	      0.0	      0.0
3539603.0	3550107.2	      4.0	      0.0	      1.0	      1.0
3652414.8	3654715.8	      4.0	      1.0	      1.0	      0.0
3764459.7	3768561.3	      4.0	      1.0	      0.0	      1.0
3842157.4	3845058.6	      4.0	      1.0	      1.0	      0.0
3911918.7	3915953.6	      4.0	      0.0	      0.0	      0.0
3940029.9	3944198.3	      4.0	      0.0	      1.0	      1.0
3966173.7	3970842.3	      4.0	      0.0	      0.0	      0.0
4005989.7	4010024.6	      4.0	      1.0	      0.0	      1.0
4065013.3	4067981.1	      4.0	      1.0	      1.0	      0.0
4134707.8	4140843.6	      4.0	      1.0	      0.0	      1.0
4222209.5	4227344.9	      4.0	      1.0	      0.0	      1.0
4286301.8	4290470.2	      4.0	      0.0	      0.0	      0.0
4311578.6	4317314.3	      4.0	      1.0	      0.0	      1.0
4372036.2	4378838.9	      4.0	      0.0	      0.0	      0.0
4402881.8	4405449.5	      4.0	      1.0	      1.0	      0.0
4496986.2	4501087.8	      4.0	      1.0	      0.0	      1.0
