2241429.7	2244399.0	      4.0	      1.0	      1.0	      0.0
2296578.6	2299848.2	      4.0	      0.0	      1.0	      1.0
2323269.0	2347623.9	      4.0	      0.0	      0.0	      0.0
2366807.6	2369977.1	      4.0	      0.0	      1.0	      1.0
2393364.5	2396033.6	      4.0	      1.0	      1.0	      0.0
2449314.2	2453184.3	      4.0	      1.0	      1.0	      0.0
2628673.4	2631475.9	      4.0	      0.0	      1.0	      1.0
2652361.1	2654996.8	      4.0	      1.0	      1.0	      0.0
2714182.7	2719187.1	      4.0	      0.0	      1.0	      1.0
2731831.7	2743842.3	      4.0	      1.0	      0.0	      1.0
2794487.3	2797690.1	      4.0	      0.0	      1.0	      1.0
2806064.2	2817074.0	      4.0	      1.0	      1.0	      0.0
2854040.1	2856876.0	      4.0	      1.0	      1.0	      0.0
2892707.8	2896811.4	      4.0	      1.0	      1.0	      0.0
2932209.5	2936880.3	      4.0	      1.0	      1.0	      0.0
2966706.8	2970376.7	      4.0	      0.0	      1.0	      1.0
2980218.8	2989627.2	      4.0	      1.0	      0.0	      1.0
3033232.5	3036035.0	      4.0	      1.0	      1.0	      0.0
3068163.5	3075837.0	      4.0	      1.0	      0.0	      1.0
3106564.3	3111368.6	      4.0	      1.0	      1.0	      0.0
3145665.7	3150670.1	      4.0	      0.0	      1.0	      1.0
3162180.3	3168819.6	      4.0	      1.0	      0.0	      1.0
3218296.8	3223901.8	      4.0	      1.0	      1.0	      0.0
3281352.8	3290761.1	      4.0	      1.0	      0.0	      1.0
3356319.3	3361657.4	      4.0	      0.0	      1.0	      1.0
3376003.5	3385578.6	      4.0	      0.0	      1.0	      1.0
3402660.5	3410200.5	      4.0	      0.0	      0.0	      0.0
3451270.3	3455507.4	      4.0	      1.0	      1.0	      0.0
3476492.7	3480863.2	      4.0	      1.0	      1.0	      0.0
3517295.6	3526136.7	      4.0	      1.0	      0.0	      1.0
3644141.5	3649813.2	      4.0	      1.0	      1.0	      0.0
3665126.8	3672566.7	      4.0	      0.0	      0.0	      0.0
3716705.9	3721143.2	      4.0	      1.0	      1.0	      0.0
3790604.8	3797511.0	      4.0	      1.0	      1.0	      0.0
